"AnoYear","BanderaFlag","ArteGear","EspeciesSpecies","t"
1966,"TWN","LL","ALB",136.00
1966,"TWN","LL","BET",37.00
1966,"TWN","LL","BIL",0.00
1966,"TWN","LL","BLM",7.00
1966,"TWN","LL","BUM",0.00
1966,"TWN","LL","MLS",2.00
1966,"TWN","LL","SKJ",2.00
1966,"TWN","LL","YFT",31.00
1966,"UNK","LP","ALB",1922.00
1966,"UNK","LP","BET",292.00
1966,"UNK","LP","PBF",12.00
1966,"UNK","LP","SKJ",5475.00
1966,"UNK","LP","YFT",4341.00
1966,"UNK","PS","BKJ",2.00
1966,"UNK","PS","BZX",656.00
1966,"USA","HAR","SWO",308.00
1966,"USA","LTL","ALB",15333.00
1966,"USA","PS","ALB",19.00
1966,"USA","PS","BET",210.00
1966,"USA","PS","BKJ",7.00
1966,"USA","PS","BZX",3118.00
1966,"USA","PS","MZZ",16.00
1966,"USA","PS","PBF",15450.00
1966,"USA","PS","SKJ",45955.00
1966,"USA","PS","YFT",64956.00
1966,"USA","RG","ALB",588.00
1966,"USA","UNK","SKJ",14.00
1966,"USA","UNK","YFT",1.00
1967,"CAN","PS","BZX",1234.00
1967,"CAN","PS","SKJ",4111.00
1967,"CAN","PS","YFT",1087.00
1967,"CHL","HAR","SWO",203.00
1967,"CHL","PS","BZX",36.00
1967,"CHL","PS","SKJ",238.00
1967,"CHL","PS","YFT",176.00
1967,"CHL","UNK","BZX",8608.00
1967,"COL","UNK","SKJ",532.00
1967,"COL","UNK","YFT",140.00
1967,"ECU","LP","SKJ",11529.00
1967,"ECU","LP","YFT",939.00
1967,"ECU","PS","SKJ",1547.00
1967,"ECU","PS","YFT",323.00
1967,"ECU","UNK","SKJ",4355.00
1967,"ECU","UNK","YFT",1305.00
1967,"JPN","LL","ALB",3523.00
1967,"JPN","LL","BET",34915.00
1967,"JPN","LL","BLM",573.00
1967,"JPN","LL","BUM",3398.00
1967,"JPN","LL","MLS",10364.00
1967,"JPN","LL","PBF",1.00
1967,"JPN","LL","SKJ",112.00
1967,"JPN","LL","SWO",1569.00
1967,"JPN","LL","YFT",8892.00
1967,"MEX","PS","BZX",1.00
1967,"MEX","PS","PBF",371.00
1967,"MEX","PS","SKJ",3412.00
1967,"MEX","PS","YFT",1877.00
1967,"OTR","PS","SKJ",569.00
1967,"OTR","PS","YFT",192.00
1967,"PER","UNK","SWO",1300.00
1967,"TWN","LL","ALB",4452.00
1967,"TWN","LL","BET",963.00
1967,"TWN","LL","BIL",20.00
1967,"TWN","LL","BLM",146.00
1967,"TWN","LL","BUM",44.00
1967,"TWN","LL","MLS",91.00
1967,"TWN","LL","PBF",9.00
1967,"TWN","LL","SKJ",34.00
1967,"TWN","LL","SWO",31.00
1967,"TWN","LL","YFT",393.00
1967,"UNK","LP","BZX",19.00
1967,"UNK","LP","CGX",115.00
1967,"UNK","LP","SKJ",409.00
1967,"UNK","LP","YFT",172.00
1967,"UNK","PS","BZX",44.00
1967,"USA","HAR","SWO",201.00
1967,"USA","LP","ALB",3495.00
1967,"USA","LP","BET",1305.00
1967,"USA","LP","SKJ",6078.00
1967,"USA","LP","YFT",3401.00
1967,"USA","LTL","ALB",17814.00
1967,"USA","PS","ALB",254.00
1967,"USA","PS","BET",1697.00
1967,"USA","PS","BZX",8710.00
1967,"USA","PS","PBF",5517.00
1967,"USA","PS","SKJ",95051.00
1967,"USA","PS","YFT",61787.00
1967,"USA","RG","ALB",707.00
1967,"USA","RG","PBF",35.00
1967,"USA","RG","SKJ",5.00
1967,"USA","RG","YFT",89.00
1967,"USA","UNK","SKJ",0.00
1967,"USA","UNK","YFT",0.00
1968,"CAN","PS","BET",312.00
1968,"CAN","PS","BZX",2130.00
1968,"CAN","PS","MZZ",33.00
1968,"CAN","PS","SKJ",3033.00
1968,"CAN","PS","YFT",1040.00
1968,"CHL","HAR","SWO",175.00
1968,"CHL","PS","SKJ",304.00
1968,"CHL","PS","YFT",220.00
1968,"CHL","UNK","BZX",4044.00
1968,"COL","LP","SKJ",327.00
1968,"COL","LP","YFT",77.00
1968,"COL","UNK","SKJ",44.00
1968,"COL","UNK","YFT",2.00
1968,"ECU","LP","BET",5.00
1968,"ECU","LP","SKJ",2746.00
1968,"ECU","LP","YFT",256.00
1968,"ECU","PS","SKJ",240.00
1968,"ECU","PS","YFT",351.00
1968,"ECU","UNK","SKJ",9820.00
1968,"ECU","UNK","YFT",3139.00
1968,"JPN","LL","ALB",1568.00
1968,"JPN","LL","BET",34513.00
1968,"JPN","LL","BLM",519.00
1968,"JPN","LL","BUM",3710.00
1968,"JPN","LL","MLS",14130.00
1968,"JPN","LL","PBF",1.00
1968,"JPN","LL","SKJ",210.00
1968,"JPN","LL","SWO",2285.00
1968,"JPN","LL","YFT",14400.00
1968,"MEX","PS","BZX",6.00
1968,"MEX","PS","CGX",12.00
1968,"MEX","PS","PBF",195.00
1968,"MEX","PS","SKJ",1996.00
1968,"MEX","PS","YFT",3982.00
1968,"MEX","UNK","SKJ",0.00
1968,"MEX","UNK","YFT",18.00
1968,"OTR","PS","BET",76.00
1968,"OTR","PS","SKJ",1333.00
1968,"OTR","PS","YFT",633.00
1968,"PER","UNK","SWO",800.00
1968,"TWN","LL","ALB",3568.00
1968,"TWN","LL","BET",720.00
1968,"TWN","LL","BIL",8.00
1968,"TWN","LL","BLM",254.00
1968,"TWN","LL","BUM",48.00
1968,"TWN","LL","MLS",83.00
1968,"TWN","LL","PBF",7.00
1968,"TWN","LL","SKJ",30.00
1968,"TWN","LL","SWO",18.00
1968,"TWN","LL","YFT",586.00
1968,"UNK","LP","BZX",1.00
1968,"UNK","LP","CGX",27.00
1968,"UNK","LP","SKJ",403.00
1968,"UNK","LP","YFT",419.00
1968,"UNK","PS","BZX",1498.00
1968,"UNK","PS","MZZ",2.00
1968,"USA","HAR","SWO",131.00
1968,"USA","LP","ALB",4339.00
1968,"USA","LP","BET",110.00
1968,"USA","LP","PBF",8.00
1968,"USA","LP","SKJ",3864.00
1968,"USA","LP","YFT",3555.00
1968,"USA","LTL","ALB",20434.00
1968,"USA","PS","ALB",157.00
1968,"USA","PS","BET",4230.00
1968,"USA","PS","BZX",4323.00
1968,"USA","PS","CGX",14.00
1968,"USA","PS","MZZ",38.00
1968,"USA","PS","PBF",5773.00
1968,"USA","PS","SKJ",52736.00
1968,"USA","PS","YFT",80316.00
1968,"USA","RG","ALB",951.00
1968,"USA","RG","PBF",13.00
1968,"USA","RG","SKJ",15.00
1968,"USA","RG","YFT",76.00
1968,"USA","UNK","SKJ",9.00
1968,"USA","UNK","YFT",6.00
1969,"CAN","PS","BET",112.00
1969,"CAN","PS","BZX",434.00
1969,"CAN","PS","SKJ",3034.00
1969,"CAN","PS","YFT",1302.00
1969,"CHL","HAR","SWO",314.00
1969,"CHL","LP","YFT",7.00
1969,"CHL","UNK","ALB",49.00
1969,"CHL","UNK","BZX",7745.00
1969,"COL","LP","SKJ",372.00
1969,"COL","LP","YFT",107.00
1969,"COL","UNK","SKJ",17.00
1969,"COL","UNK","YFT",1.00
1969,"ECU","LP","SKJ",2578.00
1969,"ECU","LP","YFT",66.00
1969,"ECU","PS","SKJ",1237.00
1969,"ECU","PS","YFT",909.00
1969,"ECU","UNK","SKJ",11584.00
1969,"ECU","UNK","YFT",1709.00
1969,"JPN","LL","ALB",1593.00
1969,"JPN","LL","BET",51837.00
1969,"JPN","LL","BLM",562.00
1969,"JPN","LL","BUM",4664.00
1969,"JPN","LL","MLS",9006.00
1969,"JPN","LL","PBF",1.00
1969,"JPN","LL","SKJ",220.00
1969,"JPN","LL","SWO",6327.00
1969,"JPN","LL","YFT",15045.00
1969,"MEX","PS","BZX",24.00
1969,"MEX","PS","PBF",260.00
1969,"MEX","PS","SKJ",845.00
1969,"MEX","PS","YFT",6099.00
1969,"MEX","UNK","SKJ",45.00
1969,"MEX","UNK","YFT",103.00
1969,"OTR","PS","BET",10.00
1969,"OTR","PS","SKJ",3972.00
1969,"OTR","PS","YFT",1181.00
1969,"PER","UNK","SWO",1200.00
1969,"TWN","LL","ALB",1156.00
1969,"TWN","LL","BET",234.00
1969,"TWN","LL","BIL",4.00
1969,"TWN","LL","BLM",79.00
1969,"TWN","LL","BUM",12.00
1969,"TWN","LL","MLS",23.00
1969,"TWN","LL","PBF",1.00
1969,"TWN","LL","SKJ",7.00
1969,"TWN","LL","SWO",6.00
1969,"TWN","LL","YFT",284.00
1969,"UNK","LP","SKJ",612.00
1969,"UNK","LP","YFT",1211.00
1969,"UNK","PS","BZX",79.00
1969,"USA","HAR","SKH",8.00
1969,"USA","HAR","SWO",678.00
1969,"USA","LP","ALB",2936.00
1969,"USA","LP","BZX",54.00
1969,"USA","LP","PBF",9.00
1969,"USA","LP","SKJ",3408.00
1969,"USA","LP","YFT",5804.00
1969,"USA","LTL","ALB",18827.00
1969,"USA","PS","ALB",8.00
1969,"USA","PS","BET",971.00
1969,"USA","PS","BZX",2359.00
1969,"USA","PS","PBF",6657.00
1969,"USA","PS","SKJ",36932.00
1969,"USA","PS","YFT",104174.00
1969,"USA","RG","ALB",358.00
1969,"USA","RG","PBF",17.00
1969,"USA","RG","SKJ",26.00
1969,"USA","RG","YFT",26.00
1969,"USA","UNK","SKJ",5.00
1969,"USA","UNK","YFT",27.00
1970,"CAN","PS","ALB",47.00
1970,"CAN","PS","BET",373.00
1970,"CAN","PS","BZX",878.00
1970,"CAN","PS","PBF",1.00
1970,"CAN","PS","SKJ",1638.00
1970,"CAN","PS","TUN",10.00
1970,"CAN","PS","YFT",4230.00
1970,"CHL","HAR","SWO",243.00
1970,"CHL","UNK","ALB",37.00
1970,"CHL","UNK","BZX",4507.00
1970,"ECU","PS","BET",16.00
1970,"ECU","PS","MZZ",5.00
1970,"ECU","PS","SKJ",1662.00
1970,"ECU","PS","YFT",2016.00
1970,"ECU","UNK","SKJ",7010.00
1970,"ECU","UNK","YFT",4826.00
1970,"JPN","LL","ALB",2412.00
1970,"JPN","LL","BET",32521.00
1970,"JPN","LL","BLM",408.00
1970,"JPN","LL","BUM",4086.00
1970,"JPN","LL","MLS",10949.00
1970,"JPN","LL","PBF",6.00
1970,"JPN","LL","SKJ",143.00
1970,"JPN","LL","SWO",4125.00
1970,"JPN","LL","YFT",12273.00
1970,"MEX","LP","BZX",3.00
1970,"MEX","LP","SKJ",593.00
1970,"MEX","LP","YFT",308.00
1970,"MEX","PS","BZX",71.00
1970,"MEX","PS","CGX",10.00
1970,"MEX","PS","PBF",92.00
1970,"MEX","PS","SKJ",2670.00
1970,"MEX","PS","YFT",6757.00
1970,"MEX","UNK","YFT",0.00
1970,"OTR","LP","SKJ",363.00
1970,"OTR","LP","YFT",112.00
1970,"OTR","PS","SKJ",172.00
1970,"OTR","PS","YFT",302.00
1970,"PAN","PS","BET",258.00
1970,"PAN","PS","BZX",690.00
1970,"PAN","PS","SKJ",2719.00
1970,"PAN","PS","YFT",2873.00
1970,"PER","PS","BZX",516.00
1970,"PER","PS","SKJ",670.00
1970,"PER","PS","YFT",224.00
1970,"PER","UNK","SWO",2396.00
1970,"PER","UNK","TUN",16025.00
1970,"TWN","LL","ALB",4092.00
1970,"TWN","LL","BET",820.00
1970,"TWN","LL","BIL",25.00
1970,"TWN","LL","BLM",243.00
1970,"TWN","LL","BUM",26.00
1970,"TWN","LL","MLS",57.00
1970,"TWN","LL","PBF",27.00
1970,"TWN","LL","SKJ",21.00
1970,"TWN","LL","SWO",26.00
1970,"TWN","LL","YFT",370.00
1970,"USA","HAR","SWO",621.00
1970,"USA","LP","ALB",4407.00
1970,"USA","LP","SKJ",6514.00
1970,"USA","LP","YFT",3840.00
1970,"USA","LTL","ALB",21032.00
1970,"USA","PS","ALB",22.00
1970,"USA","PS","BET",1764.00
1970,"USA","PS","BZX",2579.00
1970,"USA","PS","MZZ",1.00
1970,"USA","PS","PBF",3873.00
1970,"USA","PS","SKJ",37935.00
1970,"USA","PS","TUN",2.00
1970,"USA","PS","YFT",122983.00
1970,"USA","RG","ALB",822.00
1970,"USA","RG","PBF",37.00
1970,"USA","RG","SKJ",39.00
1970,"USA","RG","YFT",20.00
1970,"USA","UNK","SKJ",21.00
1970,"USA","UNK","YFT",4.00
1971,"CAN","LP","ALB",5.00
1971,"CAN","LP","SKJ",3.00
1971,"CAN","LP","YFT",15.00
1971,"CAN","PS","BET",496.00
1971,"CAN","PS","BZX",54.00
1971,"CAN","PS","DOX",1.00
1971,"CAN","PS","SKJ",5404.00
1971,"CAN","PS","YFT",3111.00
1971,"CHL","HAR","SWO",181.00
1971,"CHL","UNK","ALB",168.00
1971,"CHL","UNK","BZX",1680.00
1971,"COL","LP","SKJ",464.00
1971,"COL","LP","YFT",155.00
1971,"ECU","LP","BET",75.00
1971,"ECU","LP","SKJ",2920.00
1971,"ECU","LP","YFT",1272.00
1971,"ECU","PS","BET",149.00
1971,"ECU","PS","SKJ",2100.00
1971,"ECU","PS","YFT",2875.00
1971,"ECU","UNK","BET",18.00
1971,"ECU","UNK","SKJ",6497.00
1971,"ECU","UNK","YFT",2449.00
1971,"ESP","PS","BET",150.00
1971,"ESP","PS","SKJ",723.00
1971,"ESP","PS","YFT",695.00
1971,"JPN","LL","ALB",955.00
1971,"JPN","LL","BET",28871.00
1971,"JPN","LL","BLM",286.00
1971,"JPN","LL","BUM",2718.00
1971,"JPN","LL","MLS",10049.00
1971,"JPN","LL","PBF",0.00
1971,"JPN","LL","SKJ",136.00
1971,"JPN","LL","SWO",1939.00
1971,"JPN","LL","YFT",7368.00
1971,"JPN","PS","SKJ",292.00
1971,"JPN","PS","YFT",563.00
1971,"MEX","LP","SKJ",634.00
1971,"MEX","LP","YFT",478.00
1971,"MEX","PS","BZX",2343.00
1971,"MEX","PS","CGX",13.00
1971,"MEX","PS","PBF",555.00
1971,"MEX","PS","SKJ",3248.00
1971,"MEX","PS","YFT",5358.00
1971,"OTR","PS","BET",75.00
1971,"OTR","PS","SKJ",981.00
1971,"OTR","PS","YFT",1797.00
1971,"PAN","PS","BET",16.00
1971,"PAN","PS","SKJ",4554.00
1971,"PAN","PS","YFT",1577.00
1971,"PER","PS","BET",1.00
1971,"PER","PS","BZX",4.00
1971,"PER","PS","SKJ",188.00
1971,"PER","PS","YFT",954.00
1971,"PER","UNK","DOX",26.00
1971,"PER","UNK","SKH",102.00
1971,"PER","UNK","SWO",185.00
1971,"PER","UNK","TUN",12224.00
1971,"TWN","LL","ALB",6540.00
1971,"TWN","LL","BET",933.00
1971,"TWN","LL","BIL",7.00
1971,"TWN","LL","BLM",254.00
1971,"TWN","LL","BUM",36.00
1971,"TWN","LL","MLS",157.00
1971,"TWN","LL","PBF",24.00
1971,"TWN","LL","SKJ",51.00
1971,"TWN","LL","SWO",18.00
1971,"TWN","LL","YFT",645.00
1971,"UNK","PS","BZX",675.00
1971,"UNK","PS","DOX",4.00
1971,"UNK","PS","MZZ",31.00
1971,"USA","HAR","SWO",102.00
1971,"USA","LP","ALB",2409.00
1971,"USA","LP","BZX",128.00
1971,"USA","LP","SKJ",7658.00
1971,"USA","LP","YFT",3380.00
1971,"USA","LTL","ALB",20526.00
1971,"USA","PS","ALB",76.00
1971,"USA","PS","BET",3472.00
1971,"USA","PS","BKJ",6.00
1971,"USA","PS","BZX",6394.00
1971,"USA","PS","PBF",7804.00
1971,"USA","PS","SKJ",77012.00
1971,"USA","PS","TUN",11.00
1971,"USA","PS","YFT",87933.00
1971,"USA","RG","ALB",1175.00
1971,"USA","RG","PBF",6.00
1971,"USA","RG","YFT",31.00
1971,"USA","UNK","SKJ",18.00
1971,"USA","UNK","YFT",2.00
1972,"CAN","PS","BET",611.00
1972,"CAN","PS","SKJ",1007.00
1972,"CAN","PS","YFT",6382.00
1972,"CHL","HAR","SWO",141.00
1972,"CHL","UNK","ALB",49.00
1972,"CHL","UNK","BZX",4552.00
1972,"CRI","PS","ALB",8.00
1972,"CRI","PS","BKJ",68.00
1972,"CRI","PS","BZX",40.00
1972,"CRI","PS","SKJ",174.00
1972,"CRI","PS","YFT",1561.00
1972,"ECU","LP","SKJ",1939.00
1972,"ECU","LP","YFT",992.00
1972,"ECU","PS","BET",221.00
1972,"ECU","PS","SKJ",1785.00
1972,"ECU","PS","YFT",1149.00
1972,"ECU","UNK","SKJ",893.00
1972,"ECU","UNK","YFT",968.00
1972,"ESP","PS","BET",3.00
1972,"ESP","PS","SKJ",947.00
1972,"ESP","PS","YFT",3449.00
1972,"JPN","LL","ALB",851.00
1972,"JPN","LL","BET",35113.00
1972,"JPN","LL","BLM",361.00
1972,"JPN","LL","BUM",2381.00
1972,"JPN","LL","MLS",6981.00
1972,"JPN","LL","PBF",1.00
1972,"JPN","LL","SKJ",236.00
1972,"JPN","LL","SWO",2266.00
1972,"JPN","LL","YFT",16013.00
1972,"JPN","PS","BET",158.00
1972,"JPN","PS","SKJ",168.00
1972,"JPN","PS","YFT",1298.00
1972,"MEX","LP","BZX",13.00
1972,"MEX","LP","CGX",1.00
1972,"MEX","LP","SKJ",160.00
1972,"MEX","LP","YFT",221.00
1972,"MEX","PS","ALB",45.00
1972,"MEX","PS","BKJ",61.00
1972,"MEX","PS","BZX",390.00
1972,"MEX","PS","CGX",40.00
1972,"MEX","PS","PBF",1646.00
1972,"MEX","PS","SKJ",2078.00
1972,"MEX","PS","YFT",8206.00
1972,"OTR","LP","SKJ",1.00
1972,"OTR","LP","YFT",14.00
1972,"OTR","PS","SKJ",1212.00
1972,"OTR","PS","YFT",703.00
1972,"PAN","PS","BET",2.00
1972,"PAN","PS","SKJ",990.00
1972,"PAN","PS","YFT",2800.00
1972,"PER","PS","BET",32.00
1972,"PER","PS","BZX",2142.00
1972,"PER","PS","MZZ",1.00
1972,"PER","PS","SKJ",227.00
1972,"PER","PS","TUN",59.00
1972,"PER","PS","YFT",426.00
1972,"PER","UNK","SWO",550.00
1972,"PER","UNK","TUN",4433.00
1972,"TWN","LL","ALB",4970.00
1972,"TWN","LL","BET",1015.00
1972,"TWN","LL","BIL",2.00
1972,"TWN","LL","BLM",326.00
1972,"TWN","LL","BUM",30.00
1972,"TWN","LL","MLS",116.00
1972,"TWN","LL","PBF",32.00
1972,"TWN","LL","SKJ",6.00
1972,"TWN","LL","SWO",38.00
1972,"TWN","LL","YFT",846.00
1972,"UNK","PS","BZX",145.00
1972,"UNK","PS","SKH",29.00
1972,"UNK","PS","TUN",79.00
1972,"USA","HAR","SWO",175.00
1972,"USA","LP","ALB",4380.00
1972,"USA","LP","BET",126.00
1972,"USA","LP","BKJ",2.00
1972,"USA","LP","BZX",279.00
1972,"USA","LP","CGX",8.00
1972,"USA","LP","PBF",3.00
1972,"USA","LP","SKJ",4456.00
1972,"USA","LP","YFT",4833.00
1972,"USA","LTL","ALB",23600.00
1972,"USA","PS","ALB",400.00
1972,"USA","PS","BET",2944.00
1972,"USA","PS","BKJ",470.00
1972,"USA","PS","BZX",5863.00
1972,"USA","PS","DOX",8.00
1972,"USA","PS","MZZ",27.00
1972,"USA","PS","PBF",11656.00
1972,"USA","PS","SKH",65.00
1972,"USA","PS","SKJ",21216.00
1972,"USA","PS","TUN",50.00
1972,"USA","PS","YFT",138323.00
1972,"USA","RG","ALB",637.00
1972,"USA","RG","PBF",17.00
1972,"USA","RG","SKJ",3.00
1972,"USA","RG","YFT",13.00
1972,"USA","UNK","PBF",42.00
1972,"USA","UNK","SKJ",6.00
1972,"USA","UNK","YFT",79.00
1973,"CAN","PS","BET",100.00
1973,"CAN","PS","SKJ",3185.00
1973,"CAN","PS","YFT",6581.00
1973,"CHL","HAR","SWO",410.00
1973,"CHL","UNK","ALB",92.00
1973,"CHL","UNK","BZX",4397.00
1973,"COL","LP","SKJ",292.00
1973,"COL","LP","YFT",136.00
1973,"CRI","PS","BKJ",87.00
1973,"CRI","PS","SKJ",208.00
1973,"CRI","PS","YFT",1371.00
1973,"ECU","LP","SKJ",2264.00
1973,"ECU","LP","YFT",959.00
1973,"ECU","PS","BET",24.00
1973,"ECU","PS","BKJ",586.00
1973,"ECU","PS","BZX",2.00
1973,"ECU","PS","DOX",21.00
1973,"ECU","PS","MZZ",47.00
1973,"ECU","PS","SKH",33.00
1973,"ECU","PS","SKJ",1607.00
1973,"ECU","PS","YFT",3206.00
1973,"ECU","UNK","SKJ",429.00
1973,"ECU","UNK","YFT",570.00
1973,"ESP","PS","BKJ",22.00
1973,"ESP","PS","SKJ",1245.00
1973,"ESP","PS","YFT",5916.00
1973,"JPN","LL","ALB",1396.00
1973,"JPN","LL","BET",49731.00
1973,"JPN","LL","BLM",595.00
1973,"JPN","LL","BUM",3500.00
1973,"JPN","LL","MLS",5116.00
1973,"JPN","LL","PBF",4.00
1973,"JPN","LL","SKJ",189.00
1973,"JPN","LL","SWO",3779.00
1973,"JPN","LL","YFT",11413.00
1973,"MEX","LP","BZX",4.00
1973,"MEX","LP","SKJ",361.00
1973,"MEX","LP","YFT",202.00
1973,"MEX","PS","BET",12.00
1973,"MEX","PS","BZX",639.00
1973,"MEX","PS","CGX",18.00
1973,"MEX","PS","PBF",1084.00
1973,"MEX","PS","SKJ",1798.00
1973,"MEX","PS","YFT",13660.00
1973,"NLD","PS","BET",118.00
1973,"NLD","PS","SKJ",292.00
1973,"NLD","PS","YFT",2708.00
1973,"OTR","PS","BET",32.00
1973,"OTR","PS","SKJ",1302.00
1973,"OTR","PS","YFT",2752.00
1973,"PAN","PS","BET",23.00
1973,"PAN","PS","BKJ",31.00
1973,"PAN","PS","SKJ",2651.00
1973,"PAN","PS","YFT",4951.00
1973,"PER","PS","BZX",580.00
1973,"PER","PS","MZZ",53.00
1973,"PER","PS","SKJ",2017.00
1973,"PER","PS","YFT",1604.00
1973,"PER","UNK","SKH",135.00
1973,"PER","UNK","SWO",1941.00
1973,"PER","UNK","TUN",10934.00
1973,"TWN","LL","ALB",3158.00
1973,"TWN","LL","BET",1046.00
1973,"TWN","LL","BIL",3.00
1973,"TWN","LL","BLM",310.00
1973,"TWN","LL","BUM",53.00
1973,"TWN","LL","MLS",97.00
1973,"TWN","LL","PBF",18.00
1973,"TWN","LL","SKJ",18.00
1973,"TWN","LL","SWO",30.00
1973,"TWN","LL","YFT",284.00
1973,"USA","HAR","SKH",1.00
1973,"USA","HAR","SWO",404.00
1973,"USA","LP","ALB",2316.00
1973,"USA","LP","BET",236.00
1973,"USA","LP","BKJ",12.00
1973,"USA","LP","BZX",84.00
1973,"USA","LP","PBF",1.00
1973,"USA","LP","SKJ",6218.00
1973,"USA","LP","YFT",2636.00
1973,"USA","LTL","ALB",15653.00
1973,"USA","PS","BET",3033.00
1973,"USA","PS","BKJ",936.00
1973,"USA","PS","BZX",6555.00
1973,"USA","PS","CGX",10.00
1973,"USA","PS","DOX",18.00
1973,"USA","PS","MZZ",61.00
1973,"USA","PS","PBF",9640.00
1973,"USA","PS","SKH",85.00
1973,"USA","PS","SKJ",24942.00
1973,"USA","PS","TUN",9.00
1973,"USA","PS","YFT",151451.00
1973,"USA","RG","ALB",84.00
1973,"USA","RG","PBF",53.00
1973,"USA","RG","SKJ",1.00
1973,"USA","RG","YFT",8.00
1973,"USA","UNK","PBF",20.00
1973,"USA","UNK","SKJ",1.00
1973,"USA","UNK","YFT",83.00
1974,"CAN","PS","BET",215.00
1974,"CAN","PS","BKJ",112.00
1974,"CAN","PS","SKJ",4023.00
1974,"CAN","PS","YFT",7757.00
1974,"CHL","HAR","SWO",218.00
1974,"CHL","UNK","ALB",169.00
1974,"CHL","UNK","BZX",998.00
1974,"COL","LP","SKJ",170.00
1974,"COL","LP","YFT",150.00
1974,"ECU","LP","BKJ",9.00
1974,"ECU","LP","DOX",1.00
1974,"ECU","LP","SKJ",3813.00
1974,"ECU","LP","YFT",3075.00
1974,"ECU","PS","BET",142.00
1974,"ECU","PS","BKJ",984.00
1974,"ECU","PS","BZX",7.00
1974,"ECU","PS","DOX",18.00
1974,"ECU","PS","MZZ",90.00
1974,"ECU","PS","SKH",122.00
1974,"ECU","PS","SKJ",3752.00
1974,"ECU","PS","TUN",2.00
1974,"ECU","PS","YFT",5203.00
1974,"ECU","UNK","SKJ",408.00
1974,"ECU","UNK","YFT",1121.00
1974,"ESP","PS","SKJ",4020.00
1974,"ESP","PS","TUN",4.00
1974,"ESP","PS","YFT",6231.00
1974,"JPN","LL","ALB",571.00
1974,"JPN","LL","BET",36013.00
1974,"JPN","LL","BLM",381.00
1974,"JPN","LL","BUM",2721.00
1974,"JPN","LL","MLS",5229.00
1974,"JPN","LL","PBF",0.00
1974,"JPN","LL","SKJ",84.00
1974,"JPN","LL","SWO",2143.00
1974,"JPN","LL","YFT",6914.00
1974,"MEX","LP","BZX",6.00
1974,"MEX","LP","CGX",1.00
1974,"MEX","LP","SKJ",165.00
1974,"MEX","LP","YFT",336.00
1974,"MEX","PS","BET",1.00
1974,"MEX","PS","BKJ",45.00
1974,"MEX","PS","BZX",607.00
1974,"MEX","PS","CGX",164.00
1974,"MEX","PS","PBF",344.00
1974,"MEX","PS","SKJ",4156.00
1974,"MEX","PS","YFT",15236.00
1974,"OTR","PS","BET",91.00
1974,"OTR","PS","SKJ",5393.00
1974,"OTR","PS","YFT",6477.00
1974,"PAN","PS","BET",25.00
1974,"PAN","PS","BKJ",94.00
1974,"PAN","PS","SKJ",4523.00
1974,"PAN","PS","TUN",6.00
1974,"PAN","PS","YFT",7401.00
1974,"PER","PS","BET",6.00
1974,"PER","PS","BKJ",24.00
1974,"PER","PS","BZX",437.00
1974,"PER","PS","MZZ",133.00
1974,"PER","PS","SKH",6.00
1974,"PER","PS","SKJ",1224.00
1974,"PER","PS","TUN",239.00
1974,"PER","PS","YFT",1852.00
1974,"PER","UNK","DOX",163.00
1974,"PER","UNK","SKH",113.00
1974,"PER","UNK","SWO",470.00
1974,"PER","UNK","TUN",6982.00
1974,"TWN","LL","ALB",3885.00
1974,"TWN","LL","BET",948.00
1974,"TWN","LL","BIL",5.00
1974,"TWN","LL","BLM",139.00
1974,"TWN","LL","BUM",30.00
1974,"TWN","LL","MLS",124.00
1974,"TWN","LL","PBF",57.00
1974,"TWN","LL","SKJ",11.00
1974,"TWN","LL","SWO",34.00
1974,"TWN","LL","YFT",276.00
1974,"UNK","PS","BKJ",287.00
1974,"UNK","PS","BZX",34.00
1974,"UNK","PS","DOX",5.00
1974,"UNK","PS","SKH",66.00
1974,"UNK","PS","TUN",9.00
1974,"USA","HAR","SKH",3.00
1974,"USA","HAR","SWO",427.00
1974,"USA","LP","ALB",4783.00
1974,"USA","LP","BKJ",13.00
1974,"USA","LP","BZX",77.00
1974,"USA","LP","DOX",1.00
1974,"USA","LP","SKJ",3481.00
1974,"USA","LP","YFT",4627.00
1974,"USA","LTL","ALB",20178.00
1974,"USA","PS","BET",1074.00
1974,"USA","PS","BKJ",2173.00
1974,"USA","PS","BZX",3268.00
1974,"USA","PS","CGX",5.00
1974,"USA","PS","MZZ",26.00
1974,"USA","PS","PBF",5243.00
1974,"USA","PS","SKH",38.00
1974,"USA","PS","SKJ",52327.00
1974,"USA","PS","TUN",47.00
1974,"USA","PS","YFT",141469.00
1974,"USA","RG","ALB",94.00
1974,"USA","RG","PBF",61.00
1974,"USA","RG","SKJ",6.00
1974,"USA","RG","YFT",17.00
1974,"USA","UNK","PBF",30.00
1974,"USA","UNK","SKJ",1.00
1974,"USA","UNK","YFT",92.00
1975,"BMU","PS","BET",123.00
1975,"BMU","PS","BKJ",46.00
1975,"BMU","PS","SKJ",2278.00
1975,"BMU","PS","YFT",1596.00
1975,"CAN","PS","BET",34.00
1975,"CAN","PS","BKJ",10.00
1975,"CAN","PS","SKJ",4700.00
1975,"CAN","PS","YFT",3482.00
1975,"CHL","HAR","SWO",137.00
1975,"CHL","UNK","ALB",205.00
